,Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
170,170,21,2,Sophomore,Psychology,4968.0,3648.0,47144.0,7680.0,1592.0,992.0,2224.0,920.0,384.0,1544.0,1424.0,544.0,Cash
171,171,25,1,Senior,Engineering,8264.0,512.0,33992.0,4136.0,832.0,512.0,2072.0,1048.0,528.0,1872.0,504.0,832.0,Mobile Payment App
172,172,19,2,Freshman,Psychology,5776.0,16.0,29608.0,3600.0,816.0,656.0,2136.0,304.0,520.0,1032.0,1488.0,1000.0,Mobile Payment App
173,173,20,0,Freshman,Psychology,10432.0,608.0,28512.0,6776.0,1440.0,736.0,2400.0,720.0,512.0,904.0,272.0,904.0,Mobile Payment App
174,174,21,2,Junior,Biology,7296.0,7760.0,27392.0,7928.0,2784.0,1448.0,688.0,1072.0,560.0,1400.0,320.0,1472.0,Credit/Debit Card
175,175,23,0,Sophomore,Biology,7704.0,6968.0,39608.0,6224.0,2024.0,840.0,1080.0,992.0,368.0,1480.0,1312.0,1280.0,Cash
176,176,18,1,Junior,Engineering,10288.0,4944.0,24120.0,7400.0,824.0,1032.0,448.0,400.0,744.0,1720.0,344.0,840.0,Mobile Payment App
177,177,18,0,Freshman,Economics,8832.0,1440.0,37224.0,5464.0,2896.0,1480.0,720.0,632.0,728.0,728.0,792.0,512.0,Credit/Debit Card
178,178,23,2,Senior,Economics,5576.0,7416.0,30048.0,5872.0,3152.0,1536.0,872.0,640.0,584.0,1976.0,552.0,1560.0,Cash
179,179,21,0,Freshman,Engineering,9840.0,7744.0,34032.0,4320.0,2280.0,792.0,1352.0,808.0,456.0,616.0,696.0,344.0,Cash
180,180,25,1,Junior,Engineering,10760.0,5192.0,31112.0,7352.0,2488.0,1064.0,544.0,1192.0,528.0,552.0,1272.0,1296.0,Mobile Payment App
181,181,20,1,Junior,Biology,11288.0,4136.0,24592.0,6992.0,1208.0,616.0,1752.0,168.0,352.0,2240.0,456.0,1408.0,Mobile Payment App
182,182,24,1,Freshman,Economics,10840.0,2256.0,47984.0,4936.0,2488.0,632.0,2112.0,280.0,584.0,2032.0,1048.0,1312.0,Credit/Debit Card
183,183,24,2,Junior,Economics,4864.0,7344.0,32448.0,4544.0,2688.0,1488.0,1272.0,656.0,712.0,2008.0,1328.0,1136.0,Mobile Payment App
184,184,22,1,Senior,Biology,4528.0,3840.0,28336.0,6672.0,2880.0,512.0,2312.0,384.0,688.0,1808.0,1056.0,960.0,Credit/Debit Card
185,185,25,1,Junior,Economics,10480.0,7856.0,36384.0,6696.0,1752.0,480.0,576.0,656.0,408.0,2080.0,240.0,1368.0,Mobile Payment App
186,186,24,1,Sophomore,Biology,10832.0,416.0,25352.0,6792.0,2680.0,480.0,1592.0,616.0,360.0,808.0,1560.0,1000.0,Credit/Debit Card
187,187,23,0,Sophomore,Economics,8160.0,136.0,37160.0,7544.0,2440.0,1248.0,1920.0,984.0,424.0,2320.0,616.0,504.0,Cash
188,188,24,2,Senior,Engineering,11152.0,6968.0,35600.0,3328.0,2144.0,1064.0,1168.0,176.0,544.0,1376.0,1008.0,1480.0,Cash
189,189,22,2,Sophomore,Psychology,7632.0,2696.0,46048.0,5736.0,1272.0,1560.0,1568.0,1104.0,208.0,1232.0,1280.0,680.0,Credit/Debit Card
190,190,21,0,Senior,Biology,11584.0,6352.0,31672.0,4992.0,1368.0,1376.0,824.0,472.0,712.0,1648.0,1456.0,1264.0,Mobile Payment App
191,191,21,2,Sophomore,Biology,7744.0,64.0,32624.0,5360.0,864.0,448.0,1032.0,208.0,528.0,2176.0,512.0,1208.0,Credit/Debit Card
192,192,19,0,Freshman,Economics,11600.0,6472.0,32824.0,6760.0,2040.0,712.0,1088.0,880.0,680.0,1464.0,680.0,880.0,Credit/Debit Card
193,193,22,1,Freshman,Computer Science,10528.0,7504.0,34528.0,7624.0,1224.0,1432.0,1832.0,840.0,528.0,1472.0,1208.0,1096.0,Credit/Debit Card
194,194,24,0,Freshman,Computer Science,7232.0,7640.0,32600.0,7000.0,2480.0,1576.0,1608.0,728.0,664.0,1792.0,1488.0,808.0,Cash
195,195,23,1,Junior,Computer Science,11904.0,616.0,43344.0,4360.0,896.0,1544.0,1264.0,168.0,512.0,2056.0,1344.0,688.0,Cash
196,196,20,1,Junior,Psychology,7144.0,2064.0,47016.0,3752.0,1048.0,1536.0,1776.0,584.0,672.0,1000.0,1408.0,592.0,Cash
197,197,21,0,Freshman,Biology,4216.0,6808.0,35712.0,5464.0,3120.0,1552.0,1480.0,1016.0,520.0,1504.0,1344.0,1544.0,Credit/Debit Card
198,198,24,0,Senior,Biology,6432.0,5120.0,24344.0,7416.0,2776.0,1336.0,1208.0,912.0,280.0,1648.0,752.0,1352.0,Credit/Debit Card
199,199,25,1,Junior,Engineering,4376.0,1864.0,40560.0,5064.0,1312.0,752.0,1176.0,984.0,200.0,1888.0,928.0,296.0,Credit/Debit Card
200,200,19,2,Freshman,Computer Science,4184.0,7136.0,37464.0,3504.0,1440.0,520.0,1664.0,864.0,472.0,1536.0,736.0,1056.0,Cash
201,201,24,1,Senior,Economics,8320.0,7760.0,42344.0,5608.0,2584.0,776.0,1568.0,744.0,496.0,1360.0,720.0,512.0,Credit/Debit Card
202,202,24,0,Freshman,Computer Science,7344.0,2184.0,24096.0,6072.0,904.0,1448.0,496.0,792.0,648.0,1808.0,1240.0,1592.0,Credit/Debit Card
203,203,23,1,Junior,Biology,4032.0,6200.0,33056.0,7976.0,1896.0,552.0,1592.0,888.0,464.0,496.0,1560.0,1560.0,Credit/Debit Card
204,204,24,1,Senior,Economics,9624.0,920.0,25872.0,6864.0,1992.0,1256.0,2336.0,1056.0,752.0,2224.0,528.0,392.0,Cash
205,205,20,1,Senior,Psychology,7608.0,2232.0,32032.0,3624.0,2928.0,968.0,2296.0,568.0,520.0,1656.0,1032.0,976.0,Mobile Payment App
206,206,24,2,Sophomore,Psychology,6856.0,4664.0,31512.0,4696.0,1176.0,1008.0,1280.0,936.0,680.0,784.0,552.0,1144.0,Mobile Payment App
207,207,19,0,Senior,Psychology,6496.0,4312.0,25528.0,5952.0,864.0,1512.0,2368.0,248.0,648.0,1632.0,696.0,272.0,Cash
208,208,18,0,Sophomore,Computer Science,4320.0,5192.0,41504.0,5968.0,1384.0,1176.0,904.0,1112.0,232.0,824.0,584.0,944.0,Credit/Debit Card
209,209,19,2,Junior,Psychology,7112.0,3864.0,24056.0,5384.0,1800.0,904.0,904.0,1184.0,320.0,2048.0,1368.0,1400.0,Cash
210,210,18,2,Freshman,Psychology,7936.0,5440.0,45744.0,4264.0,1928.0,672.0,2208.0,520.0,648.0,1128.0,1368.0,408.0,Credit/Debit Card
211,211,21,0,Junior,Biology,6080.0,6952.0,29696.0,4536.0,2328.0,752.0,688.0,1128.0,776.0,440.0,1320.0,352.0,Mobile Payment App
212,212,25,0,Sophomore,Biology,9592.0,7968.0,38920.0,4264.0,1656.0,984.0,560.0,832.0,608.0,2048.0,1512.0,1536.0,Credit/Debit Card
213,213,20,1,Junior,Biology,4624.0,3680.0,39144.0,3904.0,1112.0,1344.0,464.0,840.0,736.0,1416.0,1464.0,736.0,Credit/Debit Card
214,214,24,1,Senior,Economics,7952.0,7520.0,39080.0,3896.0,1144.0,432.0,632.0,592.0,424.0,616.0,528.0,176.0,Cash
215,215,18,2,Junior,Economics,4416.0,3848.0,42496.0,7496.0,2456.0,616.0,568.0,168.0,416.0,1016.0,368.0,616.0,Mobile Payment App
216,216,21,0,Junior,Computer Science,11552.0,6336.0,46928.0,4856.0,3168.0,1512.0,1000.0,608.0,640.0,472.0,632.0,624.0,Credit/Debit Card
217,217,19,1,Junior,Psychology,9624.0,4400.0,26256.0,5232.0,1456.0,864.0,2304.0,1176.0,304.0,736.0,1456.0,1024.0,Mobile Payment App
218,218,25,1,Sophomore,Computer Science,11848.0,400.0,39184.0,7856.0,1256.0,1296.0,1272.0,240.0,608.0,1800.0,792.0,1328.0,Credit/Debit Card
219,219,25,2,Sophomore,Economics,5600.0,1392.0,42544.0,6768.0,1648.0,864.0,2272.0,560.0,184.0,1760.0,1352.0,1136.0,Credit/Debit Card
220,220,25,1,Junior,Economics,8696.0,3320.0,42256.0,4024.0,1240.0,1488.0,928.0,248.0,248.0,864.0,1128.0,1600.0,Mobile Payment App
221,221,23,0,Senior,Economics,5376.0,5592.0,36160.0,3480.0,1224.0,1440.0,488.0,600.0,448.0,1984.0,1560.0,656.0,Mobile Payment App
222,222,21,0,Sophomore,Computer Science,6600.0,7056.0,34456.0,4712.0,1448.0,432.0,712.0,904.0,440.0,2128.0,272.0,1408.0,Credit/Debit Card
223,223,24,0,Sophomore,Computer Science,8264.0,2136.0,47976.0,6448.0,2992.0,688.0,1832.0,624.0,248.0,1112.0,1224.0,616.0,Cash
224,224,25,2,Freshman,Engineering,6192.0,2000.0,42448.0,7536.0,2592.0,584.0,2168.0,856.0,616.0,736.0,640.0,528.0,Credit/Debit Card
225,225,23,0,Junior,Engineering,10920.0,5952.0,24528.0,7488.0,2120.0,416.0,968.0,368.0,680.0,2336.0,1024.0,920.0,Credit/Debit Card
226,226,25,2,Sophomore,Economics,6480.0,6608.0,29672.0,7504.0,1648.0,1440.0,896.0,656.0,360.0,1320.0,880.0,784.0,Mobile Payment App
227,227,22,0,Sophomore,Economics,6848.0,264.0,43360.0,7736.0,3128.0,896.0,1568.0,344.0,568.0,2352.0,728.0,1112.0,Mobile Payment App
228,228,21,1,Senior,Psychology,7880.0,4688.0,34760.0,3848.0,880.0,1128.0,1080.0,824.0,336.0,2160.0,1552.0,1568.0,Credit/Debit Card
229,229,22,2,Junior,Biology,7352.0,2952.0,36792.0,6304.0,952.0,1360.0,464.0,992.0,272.0,776.0,512.0,1480.0,Credit/Debit Card
230,230,18,1,Sophomore,Biology,5096.0,1040.0,41216.0,4472.0,2720.0,496.0,1808.0,336.0,576.0,1952.0,1576.0,336.0,Cash
231,231,20,0,Freshman,Economics,7152.0,2616.0,28280.0,5512.0,1704.0,1016.0,552.0,928.0,400.0,1144.0,648.0,408.0,Credit/Debit Card
232,232,22,1,Senior,Economics,6992.0,4488.0,27616.0,4032.0,2392.0,888.0,1896.0,904.0,568.0,832.0,360.0,496.0,Cash
233,233,22,1,Junior,Computer Science,6800.0,5592.0,25440.0,6216.0,1568.0,816.0,1696.0,784.0,600.0,1536.0,384.0,848.0,Credit/Debit Card
234,234,24,2,Junior,Engineering,7032.0,6920.0,45944.0,7368.0,1992.0,1512.0,1776.0,888.0,568.0,896.0,480.0,1064.0,Credit/Debit Card
235,235,24,1,Junior,Economics,6488.0,2768.0,28216.0,6360.0,2464.0,848.0,592.0,1008.0,184.0,2392.0,888.0,1216.0,Credit/Debit Card
236,236,21,0,Sophomore,Computer Science,6472.0,6144.0,32632.0,4040.0,1488.0,1408.0,1736.0,560.0,648.0,1552.0,1544.0,728.0,Cash
237,237,18,2,Senior,Psychology,4768.0,2528.0,43952.0,4536.0,2464.0,432.0,1008.0,1192.0,368.0,2224.0,1072.0,168.0,Credit/Debit Card
238,238,25,0,Sophomore,Economics,6848.0,816.0,29176.0,4000.0,2728.0,984.0,1584.0,680.0,584.0,1664.0,464.0,168.0,Mobile Payment App
239,239,25,0,Senior,Computer Science,7088.0,1144.0,27912.0,5408.0,1752.0,488.0,1584.0,792.0,760.0,1424.0,368.0,1504.0,Mobile Payment App
240,240,24,1,Sophomore,Psychology,9640.0,5720.0,46248.0,3424.0,2768.0,1520.0,632.0,296.0,224.0,456.0,1456.0,1064.0,Mobile Payment App
241,241,21,2,Freshman,Biology,10824.0,3552.0,34744.0,4976.0,2728.0,1584.0,1216.0,848.0,352.0,1888.0,480.0,1368.0,Cash
242,242,22,0,Junior,Computer Science,10144.0,7088.0,39680.0,7336.0,800.0,424.0,816.0,784.0,528.0,1824.0,992.0,1408.0,Cash
243,243,23,2,Sophomore,Psychology,8896.0,40.0,30984.0,5896.0,1504.0,808.0,2128.0,368.0,608.0,584.0,1520.0,1272.0,Cash
244,244,20,1,Junior,Engineering,9648.0,5112.0,41688.0,5760.0,2904.0,528.0,960.0,1072.0,680.0,1216.0,416.0,240.0,Cash
245,245,24,0,Junior,Biology,9272.0,3720.0,25224.0,7128.0,1808.0,440.0,760.0,368.0,464.0,2272.0,328.0,704.0,Mobile Payment App
246,246,19,2,Sophomore,Biology,10000.0,904.0,38872.0,4168.0,2440.0,736.0,1064.0,616.0,736.0,552.0,864.0,928.0,Mobile Payment App
247,247,20,2,Freshman,Computer Science,8960.0,2616.0,44072.0,5360.0,960.0,1040.0,1424.0,416.0,568.0,2136.0,304.0,504.0,Mobile Payment App
248,248,24,2,Senior,Computer Science,10216.0,4160.0,37648.0,4304.0,2992.0,1464.0,1944.0,640.0,592.0,1968.0,1216.0,368.0,Cash
249,249,19,0,Freshman,Psychology,11536.0,3704.0,42272.0,4296.0,2456.0,1256.0,904.0,480.0,312.0,2088.0,1424.0,920.0,Mobile Payment App
250,250,24,2,Junior,Biology,6208.0,128.0,34824.0,3680.0,2864.0,760.0,1752.0,216.0,488.0,1424.0,1384.0,1344.0,Cash
251,251,21,1,Sophomore,Biology,6400.0,2488.0,29128.0,3504.0,2648.0,480.0,1000.0,176.0,328.0,2024.0,360.0,624.0,Mobile Payment App
252,252,18,1,Junior,Computer Science,8624.0,7280.0,43328.0,4056.0,1856.0,1400.0,512.0,1032.0,440.0,1088.0,1248.0,416.0,Credit/Debit Card
253,253,20,0,Junior,Computer Science,11232.0,5976.0,31360.0,6080.0,1896.0,832.0,976.0,224.0,656.0,920.0,600.0,448.0,Mobile Payment App
254,254,21,2,Junior,Psychology,8776.0,560.0,34040.0,3576.0,808.0,1000.0,2136.0,952.0,464.0,608.0,296.0,752.0,Credit/Debit Card
255,255,22,2,Freshman,Biology,6680.0,1952.0,24784.0,6672.0,3040.0,760.0,1944.0,312.0,408.0,1424.0,808.0,880.0,Credit/Debit Card
256,256,18,2,Senior,Economics,6040.0,6056.0,25768.0,6560.0,2408.0,1008.0,1848.0,616.0,568.0,2272.0,792.0,888.0,Credit/Debit Card
257,257,19,0,Freshman,Engineering,8696.0,1064.0,41360.0,6976.0,1064.0,688.0,1416.0,584.0,504.0,1584.0,1336.0,256.0,Credit/Debit Card
258,258,23,0,Sophomore,Computer Science,7448.0,7600.0,24096.0,5088.0,2632.0,1496.0,768.0,1128.0,768.0,1968.0,1544.0,968.0,Cash
259,259,20,1,Sophomore,Psychology,7864.0,2568.0,39296.0,6088.0,2800.0,1416.0,2048.0,488.0,584.0,1648.0,504.0,1432.0,Credit/Debit Card
260,260,21,2,Sophomore,Engineering,5112.0,6832.0,33280.0,5408.0,1392.0,856.0,1664.0,568.0,384.0,1848.0,1536.0,1352.0,Mobile Payment App
261,261,20,0,Junior,Engineering,4216.0,3504.0,33848.0,7688.0,1696.0,480.0,2296.0,456.0,248.0,640.0,1296.0,320.0,Mobile Payment App
262,262,24,0,Junior,Computer Science,5952.0,5328.0,39440.0,6824.0,1072.0,920.0,1576.0,856.0,584.0,2048.0,936.0,272.0,Mobile Payment App
263,263,21,0,Freshman,Economics,8944.0,2936.0,30568.0,7648.0,2296.0,896.0,2136.0,520.0,736.0,1176.0,1192.0,400.0,Mobile Payment App
264,264,22,0,Senior,Engineering,10208.0,4848.0,30472.0,7760.0,992.0,776.0,2168.0,768.0,648.0,880.0,1088.0,336.0,Credit/Debit Card
265,265,25,1,Junior,Engineering,7040.0,6904.0,38168.0,7224.0,2328.0,800.0,2336.0,864.0,440.0,1736.0,1312.0,408.0,Cash
266,266,23,0,Freshman,Engineering,11392.0,7096.0,37160.0,6832.0,1120.0,1160.0,1248.0,280.0,288.0,400.0,912.0,1224.0,Mobile Payment App
267,267,22,1,Senior,Psychology,10208.0,4000.0,28544.0,6280.0,2704.0,1152.0,2384.0,728.0,512.0,1384.0,784.0,872.0,Mobile Payment App
268,268,19,2,Junior,Computer Science,5576.0,7544.0,47664.0,6592.0,2192.0,1600.0,712.0,448.0,248.0,2144.0,1400.0,768.0,Mobile Payment App
269,269,23,2,Senior,Computer Science,11032.0,4000.0,29320.0,7568.0,912.0,1144.0,1688.0,736.0,160.0,664.0,904.0,880.0,Mobile Payment App
270,270,20,1,Freshman,Computer Science,11728.0,7816.0,43200.0,5584.0,2264.0,1080.0,464.0,1080.0,768.0,1368.0,240.0,680.0,Credit/Debit Card
271,271,24,0,Junior,Biology,9008.0,5192.0,28520.0,3864.0,2072.0,504.0,424.0,456.0,344.0,520.0,320.0,688.0,Cash
272,272,23,2,Senior,Biology,9008.0,72.0,44280.0,8000.0,1648.0,1080.0,672.0,560.0,760.0,2360.0,960.0,584.0,Cash
273,273,21,2,Senior,Biology,4944.0,7328.0,39616.0,3672.0,1536.0,1160.0,1616.0,688.0,648.0,976.0,1200.0,904.0,Cash
274,274,22,2,Junior,Biology,6280.0,2424.0,27960.0,3256.0,1960.0,512.0,736.0,376.0,656.0,752.0,832.0,1472.0,Mobile Payment App
275,275,18,2,Senior,Computer Science,6160.0,4432.0,28280.0,3744.0,1368.0,832.0,744.0,600.0,176.0,592.0,1528.0,1456.0,Cash
276,276,25,2,Sophomore,Psychology,11448.0,6848.0,41728.0,4224.0,3016.0,1240.0,1528.0,1192.0,448.0,936.0,992.0,1384.0,Credit/Debit Card
277,277,18,1,Freshman,Biology,10704.0,3928.0,31640.0,6248.0,800.0,1112.0,1400.0,1032.0,192.0,1336.0,1192.0,1096.0,Credit/Debit Card
278,278,25,1,Sophomore,Psychology,8968.0,6352.0,28136.0,3256.0,2904.0,808.0,1360.0,480.0,240.0,1344.0,808.0,992.0,Mobile Payment App
279,279,24,1,Freshman,Engineering,9960.0,5400.0,46664.0,7552.0,1560.0,856.0,704.0,632.0,760.0,1328.0,1592.0,976.0,Credit/Debit Card
280,280,20,1,Senior,Computer Science,5984.0,1784.0,26744.0,7352.0,800.0,1136.0,2128.0,616.0,480.0,824.0,1592.0,696.0,Mobile Payment App
281,281,20,1,Junior,Biology,11112.0,3816.0,28880.0,6488.0,1216.0,728.0,1872.0,656.0,264.0,1368.0,768.0,248.0,Credit/Debit Card
282,282,19,1,Junior,Engineering,8976.0,6320.0,47752.0,6720.0,2920.0,832.0,1072.0,512.0,784.0,1608.0,456.0,1344.0,Credit/Debit Card
283,283,23,0,Senior,Psychology,8904.0,7640.0,43648.0,6184.0,2792.0,1424.0,632.0,1080.0,624.0,1600.0,1080.0,1016.0,Cash
284,284,20,1,Sophomore,Economics,7032.0,4376.0,40440.0,3256.0,1352.0,840.0,2240.0,720.0,496.0,1904.0,656.0,1376.0,Cash
285,285,18,2,Freshman,Economics,11912.0,1616.0,37680.0,7368.0,808.0,1496.0,976.0,1040.0,304.0,1968.0,768.0,1544.0,Mobile Payment App
286,286,22,1,Freshman,Biology,6952.0,680.0,46928.0,6032.0,3032.0,1016.0,1712.0,888.0,512.0,2208.0,296.0,840.0,Cash
287,287,23,0,Junior,Psychology,11048.0,4160.0,40528.0,4992.0,2848.0,520.0,776.0,440.0,672.0,848.0,520.0,408.0,Mobile Payment App
288,288,21,2,Sophomore,Biology,10600.0,5880.0,32096.0,7040.0,2160.0,1600.0,1840.0,968.0,776.0,1984.0,816.0,1256.0,Cash
289,289,20,0,Senior,Psychology,4648.0,3936.0,29640.0,3584.0,2544.0,912.0,1488.0,1032.0,680.0,1720.0,1504.0,800.0,Cash
290,290,22,2,Senior,Engineering,5552.0,1960.0,33120.0,5536.0,3184.0,736.0,1720.0,200.0,736.0,1976.0,1080.0,224.0,Mobile Payment App
291,291,24,1,Sophomore,Economics,4920.0,4504.0,27112.0,3224.0,1600.0,872.0,504.0,1160.0,632.0,1864.0,512.0,1224.0,Mobile Payment App
292,292,25,1,Sophomore,Economics,11152.0,4152.0,39984.0,7032.0,1776.0,672.0,1128.0,168.0,536.0,768.0,808.0,888.0,Credit/Debit Card
293,293,25,1,Freshman,Biology,6400.0,1784.0,46936.0,6624.0,2384.0,752.0,1328.0,1016.0,648.0,1832.0,384.0,568.0,Credit/Debit Card
294,294,20,0,Senior,Psychology,7304.0,5072.0,28328.0,5344.0,3000.0,1496.0,1368.0,560.0,728.0,720.0,1064.0,1600.0,Cash
295,295,19,0,Sophomore,Psychology,9944.0,7056.0,44560.0,4592.0,848.0,1520.0,584.0,680.0,776.0,2112.0,752.0,656.0,Mobile Payment App
296,296,20,1,Sophomore,Economics,5240.0,5480.0,24920.0,3848.0,2160.0,1256.0,1064.0,776.0,176.0,896.0,640.0,784.0,Credit/Debit Card
297,297,18,0,Freshman,Biology,5336.0,5176.0,37096.0,7248.0,1800.0,984.0,1632.0,648.0,288.0,712.0,264.0,1096.0,Credit/Debit Card
298,298,24,2,Senior,Economics,11664.0,56.0,41144.0,4040.0,2632.0,1120.0,2120.0,1104.0,520.0,648.0,392.0,1584.0,Credit/Debit Card
299,299,22,2,Sophomore,Biology,7400.0,2800.0,35560.0,4232.0,1816.0,408.0,1384.0,1056.0,192.0,464.0,1464.0,592.0,Mobile Payment App
300,300,21,2,Senior,Economics,8840.0,280.0,32912.0,3336.0,2464.0,1424.0,1216.0,1136.0,720.0,2288.0,672.0,1112.0,Credit/Debit Card
301,301,18,0,Junior,Biology,5896.0,3920.0,44176.0,6064.0,1080.0,1280.0,840.0,520.0,640.0,2248.0,1184.0,896.0,Cash
302,302,25,1,Freshman,Computer Science,11960.0,7136.0,44200.0,6136.0,1456.0,776.0,1704.0,1080.0,240.0,1568.0,432.0,168.0,Mobile Payment App
303,303,20,0,Senior,Economics,10384.0,7768.0,40016.0,5736.0,1992.0,504.0,1712.0,576.0,320.0,1760.0,640.0,208.0,Mobile Payment App
304,304,21,0,Sophomore,Psychology,10176.0,6272.0,29664.0,6480.0,2912.0,720.0,952.0,256.0,536.0,728.0,1168.0,1200.0,Credit/Debit Card
305,305,19,1,Senior,Biology,4088.0,6600.0,43064.0,7336.0,1608.0,1216.0,936.0,1176.0,336.0,1952.0,600.0,1008.0,Credit/Debit Card
306,306,21,1,Sophomore,Engineering,9288.0,4528.0,41424.0,5224.0,3048.0,1240.0,1704.0,928.0,360.0,1664.0,1112.0,1392.0,Credit/Debit Card
307,307,21,0,Senior,Psychology,8896.0,7544.0,46656.0,7048.0,2336.0,744.0,2304.0,1080.0,656.0,536.0,816.0,1256.0,Mobile Payment App
308,308,25,0,Junior,Economics,7664.0,3608.0,47592.0,5240.0,1304.0,624.0,768.0,1200.0,432.0,624.0,608.0,1408.0,Cash
309,309,25,2,Junior,Engineering,9408.0,1488.0,32352.0,4920.0,2552.0,744.0,864.0,368.0,768.0,1472.0,488.0,296.0,Credit/Debit Card
310,310,20,2,Senior,Engineering,5816.0,3608.0,26600.0,4560.0,2024.0,608.0,784.0,440.0,392.0,1832.0,768.0,776.0,Cash
311,311,25,2,Senior,Biology,11864.0,6608.0,24384.0,5864.0,1088.0,824.0,2224.0,912.0,176.0,2256.0,880.0,480.0,Credit/Debit Card
312,312,24,0,Junior,Computer Science,7048.0,776.0,39072.0,6856.0,2720.0,1328.0,1176.0,272.0,256.0,2384.0,920.0,304.0,Credit/Debit Card
313,313,21,0,Freshman,Engineering,10776.0,5072.0,46128.0,4496.0,3184.0,1072.0,1776.0,344.0,448.0,864.0,1296.0,272.0,Mobile Payment App
314,314,22,1,Freshman,Psychology,5800.0,1056.0,35816.0,6576.0,1200.0,488.0,1536.0,1064.0,712.0,1632.0,1064.0,760.0,Mobile Payment App
315,315,18,2,Sophomore,Biology,8000.0,2160.0,33368.0,6872.0,1552.0,1112.0,1968.0,816.0,520.0,744.0,1480.0,1216.0,Credit/Debit Card
316,316,24,1,Sophomore,Engineering,6360.0,4640.0,33008.0,3632.0,1808.0,1056.0,912.0,936.0,576.0,1264.0,1064.0,1056.0,Credit/Debit Card
317,317,18,0,Senior,Economics,6952.0,3576.0,31696.0,3328.0,2952.0,896.0,568.0,352.0,408.0,1280.0,592.0,344.0,Mobile Payment App
318,318,24,1,Freshman,Biology,4344.0,1416.0,38584.0,7808.0,2360.0,1224.0,688.0,856.0,288.0,1144.0,944.0,1376.0,Credit/Debit Card
319,319,25,0,Sophomore,Economics,11760.0,3224.0,44488.0,5632.0,1424.0,832.0,1384.0,288.0,400.0,648.0,1120.0,912.0,Credit/Debit Card
320,320,19,1,Freshman,Economics,5872.0,6704.0,35528.0,3496.0,1480.0,632.0,424.0,1032.0,168.0,1192.0,960.0,424.0,Cash
321,321,20,1,Freshman,Computer Science,5352.0,5104.0,47432.0,4704.0,2320.0,1408.0,1744.0,592.0,184.0,1592.0,520.0,1192.0,Mobile Payment App
322,322,19,1,Junior,Psychology,10688.0,3336.0,36264.0,6472.0,2144.0,1048.0,1896.0,768.0,704.0,2312.0,904.0,960.0,Cash
323,323,21,1,Sophomore,Economics,11488.0,3480.0,43312.0,5984.0,2192.0,712.0,1760.0,272.0,632.0,1928.0,944.0,904.0,Mobile Payment App
324,324,21,2,Freshman,Engineering,10712.0,6216.0,42336.0,4072.0,1960.0,904.0,560.0,808.0,376.0,2376.0,1248.0,328.0,Mobile Payment App
325,325,18,1,Freshman,Biology,4872.0,1608.0,35816.0,7440.0,2080.0,1424.0,2176.0,784.0,664.0,1104.0,1032.0,416.0,Credit/Debit Card
326,326,21,2,Sophomore,Economics,8288.0,1352.0,36656.0,3408.0,1648.0,1512.0,1896.0,1120.0,560.0,472.0,840.0,984.0,Mobile Payment App
327,327,25,1,Senior,Engineering,10472.0,6720.0,44600.0,7384.0,2056.0,920.0,2104.0,624.0,160.0,1888.0,312.0,624.0,Mobile Payment App
328,328,25,0,Sophomore,Engineering,11768.0,4168.0,35104.0,4032.0,2728.0,904.0,608.0,272.0,536.0,1728.0,624.0,288.0,Cash
329,329,19,0,Freshman,Engineering,5264.0,3896.0,28632.0,5640.0,2336.0,1376.0,1584.0,160.0,400.0,1672.0,544.0,168.0,Mobile Payment App
330,330,19,0,Junior,Engineering,5472.0,5824.0,43256.0,7624.0,1296.0,856.0,936.0,512.0,432.0,2080.0,1328.0,1344.0,Mobile Payment App
331,331,20,0,Sophomore,Computer Science,7256.0,3744.0,26864.0,7016.0,1216.0,1360.0,504.0,352.0,376.0,1408.0,1264.0,1496.0,Credit/Debit Card
332,332,18,0,Freshman,Computer Science,6768.0,5368.0,38616.0,7424.0,2048.0,488.0,912.0,168.0,616.0,1280.0,1064.0,1144.0,Mobile Payment App
333,333,18,1,Sophomore,Biology,9400.0,7704.0,43688.0,3984.0,1744.0,648.0,1456.0,208.0,480.0,2368.0,1144.0,192.0,Cash
334,334,25,0,Freshman,Biology,5272.0,7144.0,46696.0,6936.0,1136.0,616.0,1304.0,840.0,632.0,1472.0,1328.0,1120.0,Credit/Debit Card
335,335,18,2,Sophomore,Economics,11904.0,3936.0,41480.0,3600.0,1216.0,960.0,1744.0,728.0,648.0,2056.0,400.0,312.0,Cash
336,336,22,1,Senior,Psychology,9520.0,1552.0,40856.0,3864.0,2392.0,1432.0,1384.0,240.0,544.0,1152.0,1360.0,952.0,Cash
337,337,19,1,Junior,Psychology,5936.0,4344.0,42304.0,6176.0,1000.0,1296.0,984.0,1008.0,408.0,752.0,904.0,568.0,Credit/Debit Card
338,338,23,2,Freshman,Psychology,7312.0,5304.0,26120.0,6472.0,1400.0,480.0,1000.0,168.0,648.0,1080.0,1552.0,1232.0,Credit/Debit Card
339,339,19,0,Freshman,Biology,11880.0,424.0,29272.0,5208.0,1768.0,1584.0,992.0,1128.0,680.0,2344.0,456.0,1368.0,Cash
340,340,20,1,Junior,Biology,4656.0,5424.0,33520.0,5776.0,896.0,1504.0,776.0,1064.0,528.0,552.0,1048.0,1176.0,Credit/Debit Card
